order_id,order_code,order_type,freight_long,freight_width,freight_high,freight_volume,freight_weight,freight_number,order_noticed,send_province_code,send_province_name,send_city_code,send_city_name,send_area_code,send_area_name,send_address,send_address_lng,send_address_lat,receive_province_code,receive_province_name,receive_city_code,小区编号,receive_area_code,receive_area_name,receive_address,receive_address_lng,receive_address_lat,goods_type,order_delivery_status,order_end_time,sign_date,status,create_user,create_time,update_user,update_time
87,AJ25081816153800089,0,0,0,0,0.62,461.7,81,0,,,,,,,,,,42,湖北省,4201,14,,新洲区,湖北省武汉市新洲区新洲区汪集工业国际（京东自营武汉）,114.7164713,30.78473872,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
88,AJ25081816153800090,0,0,0,0,0.96,335.6,29,0,,,,,,,,,,42,湖北省,4201,38,420107.0,青山区,武商众圆生活馆,114.3827033,30.63238926,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
89,AJ25081816153800091,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,11,420107.0,青山区,武汉市青山区青山沿港路5号,114.4108434,30.6437327,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
90,AJ25081816153800092,0,0,0,0,0.05,24.0,1,0,,,,,,,,,,42,湖北省,4201,64,420106.0,武昌区,徐东路20号,114.3586259,30.59082028,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
91,AJ25081816153800093,0,0,0,0,0.19,24.48,3,0,,,,,,,,,,42,湖北省,4201,30,420107.0,青山区,1005沿港路购物广场武汉市青山区沿港路86344873,114.4100026,30.64072179,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
92,AJ25081816153800094,0,0,0,0,0.06,24.0,2,0,,,,,,,,,,42,湖北省,4201,20,420107.0,青山区,武汉市青山区工业二路108街坊,114.402939,30.62805799,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
93,AJ25081816153800095,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,63,420107.0,青山区,青山区钢都花园A3区,114.3702939,30.61660663,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
94,AJ25081816153800096,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,8,,江夏区,江夏区纸坊镇兴新街158号,114.3202078,30.35390491,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
95,AJ25081816153800097,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,13,,江夏区,纸坊镇文华路,114.4456391,30.49917393,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
96,AJ25081816153800098,0,0,0,0,0.29,39.59,5,0,,,,,,,,,,42,湖北省,4201,35,,江夏区,1179江夏中百广场店     武汉市江夏区纸坊镇区民政旁,114.3280238,30.37011599,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
97,AJ25081816153800099,0,0,0,0,0.12,55.2,3,0,,,,,,,,,,42,湖北省,4201,13,,江夏区,纸坊镇文华路,114.4456391,30.49917393,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
99,AJ25081816153800101,0,0,0,0,0.12,48.0,4,0,,,,,,,,,,42,湖北省,4201,13,,江夏区,纸坊镇文华路,114.4456391,30.49917393,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
100,AJ25081816153800102,0,0,0,0,0.75,331.71,16,0,,,,,,,,,,42,湖北省,4201,13,,江夏区,纸坊镇文华路,114.4456391,30.49917393,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
101,AJ25081816153800103,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,40,420106.0,武昌区,武汉市武昌区水果湖路19-21号,114.351862,30.55346458,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
105,AJ25081816153800107,0,0,0,0,0.24,31.19,4,0,,,,,,,,,,42,湖北省,4201,51,420106.0,武昌区,1078南湖购物广场武汉市武昌区图书城路与北港路交汇处87675610,114.3435743,30.50790905,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
107,AJ25081816153800109,0,0,0,0,0.12,48.0,4,0,,,,,,,,,,42,湖北省,4201,61,420106.0,武昌区,武汉市武昌区图书城路与北港路交汇处,114.3225485,30.55956698,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
108,AJ25081816153800110,0,0,0,0,0.11,16.44,2,0,,,,,,,,,,42,湖北省,4201,42,420103.0,江汉区,1001唐家墩购物广场武汉市江汉区新华下路422号85607726,114.2774041,30.62655493,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
109,AJ25081816153800111,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,23,420102.0,江岸区,武汉江岸后湖街世纪花园,114.2731715,30.61355212,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
110,AJ25081816153800112,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,16,420103.0,江汉区,武汉市江汉区新华下路422号,114.272879,30.63476614,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
111,AJ25081816153800113,0,0,0,0,0.08,8.64,1,0,,,,,,,,,,42,湖北省,4201,43,420103.0,江汉区,1077常青路购物广场武汉市江汉区常青路168号85575089,114.2462835,30.63196821,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
113,AJ25081816153800115,0,0,0,0,0.07,29.3,2,0,,,,,,,,,,42,湖北省,4201,9,420103.0,江汉区,常青路168号,114.2462835,30.63196821,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
114,AJ25081816153800116,0,0,0,0,0.29,35.95,5,0,,,,,,,,,,42,湖北省,4201,36,420104.0,硚口区,1004古田路购物广场武汉市硚口区解放大道48号83832470,114.2065993,30.60083717,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
115,AJ25081816153800117,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,57,420112.0,东西湖区,东西湖吴家山,114.1599958,30.63512335,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
116,AJ25081816153800118,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,32,420112.0,东西湖区,武汉市东西湖区环湖路43号武汉恒大城市,114.1758124,30.66673442,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
117,AJ25081816153800119,0,0,0,0,0.3,39.45,5,0,,,,,,,,,,42,湖北省,4201,50,420112.0,东西湖区,1007吴家山购物广场武汉市东西湖区吴家山田园大道特1号  83250293,114.1165352,30.62734364,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
118,AJ25081816153800120,0,0,0,0,0.62,241.74,20,0,,,,,,,,,,42,湖北省,4201,21,420104.0,硚口区,武汉市硚口区解放大道48号,114.2065993,30.60083717,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
119,AJ25081816153800121,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,21,420104.0,硚口区,武汉市硚口区解放大道48号,114.2065993,30.60083717,,0,,,0,admin,2025-08-18 16:15:38,admin,2025-08-19 10:35:19
126,AJ25081816153900128,0,0,0,0,0.11,41.9,4,0,,,,,,,,,,42,湖北省,4201,19,420111.0,洪山区,花城家园橘园41-1-B7,114.5227538,30.52955706,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
127,AJ25081816153900129,0,0,0,0,0.12,43.2,5,0,,,,,,,,,,42,湖北省,4201,19,420111.0,洪山区,花城家园橘园41-1-B7,114.5227538,30.52955706,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
128,AJ25081816153900130,0,0,0,0,0.02,10.85,1,0,,,,,,,,,,42,湖北省,4201,19,420111.0,洪山区,花城家园橘园41-1-B7,114.5227538,30.52955706,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
129,AJ25081816153900131,0,0,0,0,0.29,132.48,9,0,,,,,,,,,,42,湖北省,4201,19,420111.0,洪山区,花城家园橘园41-1-B7,114.5227538,30.52955706,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
131,AJ25081816153900133,0,0,0,0,7.02,515.11,667,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
133,AJ25081816153900135,0,0,0,0,2.25,998.28,55,0,,,,,,,,,,42,湖北省,4201,5,420112.0,东西湖区,武汉市东西湖区十八支沟,114.0881189,30.63116859,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
135,AJ25081816153900137,0,0,0,0,2.82,1321.0,110,0,,,,,,,,,,42,湖北省,4201,6,420114.0,蔡甸区,湖北省武汉市蔡甸区九康大道96号（武桥重工梅洛特物流园）,114.05366,30.47552067,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
136,AJ25081816153900138,0,0,0,0,0.21,30.23,3,0,,,,,,,,,,42,湖北省,4201,37,420114.0,蔡甸区,1037蔡甸购物湖北省武汉市蔡甸区汉阳大街470号,114.0343294,30.58829316,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
137,AJ25081816153900139,0,0,0,0,1.23,388.4,80,0,,,,,,,,,,42,湖北省,4201,6,420114.0,蔡甸区,湖北省武汉市蔡甸区九康大道96号（武桥重工梅洛特物流园）,114.05366,30.47552067,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
138,AJ25081816153900140,0,0,0,0,0.05,24.0,1,0,,,,,,,,,,42,湖北省,4201,10,420114.0,蔡甸区,蔡甸区汉阳大街470号(区政府对面),114.0343294,30.58829316,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
140,AJ25081816153900142,0,0,0,0,0.12,48.0,4,0,,,,,,,,,,42,湖北省,4201,12,420114.0,蔡甸区,武汉市经济技术开发区东风大道518号,114.1681682,30.50281644,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
141,AJ25081816153900143,0,0,0,0,0.05,24.0,1,0,,,,,,,,,,42,湖北省,4201,7,420111.0,洪山区,珞瑜路78号,114.3608286,30.60067315,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
142,AJ25081816153900144,0,0,0,0,0.33,92.0,10,0,,,,,,,,,,42,湖北省,4201,28,420111.0,洪山区,湖北省武汉市洪山区左岭新城2区,114.6210101,30.49578794,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
143,AJ25081816153900145,0,0,0,0,0.46,203.98,19,0,,,,,,,,,,42,湖北省,4201,7,420111.0,洪山区,珞瑜路78号,114.3608286,30.60067315,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
144,AJ25081816153900146,0,0,0,0,0.01,6.0,1,0,,,,,,,,,,42,湖北省,4201,27,420106.0,武昌区,锦绣龙城,114.3225485,30.55956698,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
145,AJ25081816153900147,0,0,0,0,0.44,209.02,10,0,,,,,,,,,,42,湖北省,4201,19,420111.0,洪山区,花城家园橘园41-1-B7,114.5227538,30.52955706,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
146,AJ25081816153900148,0,0,0,0,0.02,9.0,1,0,,,,,,,,,,42,湖北省,4201,25,420111.0,洪山区,雄楚大道与民族大道交汇处,114.4034008,30.49841195,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
148,AJ25081816153900150,0,0,0,0,0.07,30.0,3,0,,,,,,,,,,42,湖北省,4201,48,420106.0,武昌区,武昌区紫阳路268号,114.3155739,30.53751391,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
149,AJ25081816153900151,0,0,0,0,0.02,5.58,1,0,,,,,,,,,,42,湖北省,4201,26,420106.0,武昌区,1030首义路购物广场武汉市武昌区紫阳路268号88059490,114.3155739,30.53751391,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
151,AJ25081816153900153,0,0,0,0,0.01,6.1,2,0,,,,,,,,,,42,湖北省,4201,61,420106.0,武昌区,武汉市武昌区图书城路与北港路交汇处,114.3225485,30.55956698,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
153,AJ25081816153900155,0,0,0,0,0.05,24.0,1,0,,,,,,,,,,42,湖北省,4201,48,420106.0,武昌区,武昌区紫阳路268号,114.3155739,30.53751391,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
155,AJ25081816153900157,0,0,0,0,0.13,13.24,2,0,,,,,,,,,,42,湖北省,4201,51,420106.0,武昌区,1078南湖购物广场武汉市武昌区图书城路与北港路交汇处87675610,114.3435743,30.50790905,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
156,AJ25081816153900158,0,0,0,0,0.05,24.0,1,0,,,,,,,,,,42,湖北省,4201,58,420105.0,汉阳区,湖北省武汉市汉阳区邓甲村402号,114.2524027,30.55350097,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
161,AJ25081816153900163,0,0,0,0,0.51,73.58,7,0,,,,,,,,,,42,湖北省,4201,54,420105.0,汉阳区,1192五龙路店武汉市汉阳区瑞园小区b1层,114.2584265,30.54611274,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
165,AJ25081816153900167,0,0,0,0,0.1,48.0,2,0,,,,,,,,,,42,湖北省,4201,15,420102.0,江岸区,武汉市江岸区黄浦大街218号,114.3075614,30.62373763,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
166,AJ25081816153900168,0,0,0,0,0.01,6.1,2,0,,,,,,,,,,42,湖北省,4201,44,420103.0,江汉区,公安路中城国际1号楼,114.3050374,30.60056076,,0,,,0,admin,2025-08-18 16:15:39,admin,2025-08-19 10:35:19
168,AJ25081816154000170,0,0,0,0,0.27,120.0,5,0,,,,,,,,,,42,湖北省,4201,16,420103.0,江汉区,武汉市江汉区新华下路422号,114.272879,30.63476614,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
169,AJ25081816154000171,0,0,0,0,0.02,9.94,1,0,,,,,,,,,,42,湖北省,4201,16,420103.0,江汉区,武汉市江汉区新华下路422号,114.272879,30.63476614,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
170,AJ25081816154000172,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,18,420112.0,东西湖区,东西湖田园大道特1号,114.1599958,30.63512335,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
171,AJ25081816154000173,0,0,0,0,0.09,36.0,3,0,,,,,,,,,,42,湖北省,4201,18,420112.0,东西湖区,东西湖田园大道特1号,114.1599958,30.63512335,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
173,AJ25081816154000175,0,0,0,0,0.05,21.7,1,0,,,,,,,,,,42,湖北省,4201,15,420102.0,江岸区,武汉市江岸区黄浦大街218号,114.3075614,30.62373763,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
174,AJ25081816154000176,0,0,0,0,0.05,24.0,1,0,,,,,,,,,,42,湖北省,4201,16,420103.0,江汉区,武汉市江汉区新华下路422号,114.272879,30.63476614,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
176,AJ25081816154000178,0,0,0,0,0.32,210.0,35,0,,,,,,,,,,42,湖北省,4201,59,,江夏区,湖北省武汉市江夏区纸坊街大花岭2号大桥新区街道,114.3269227,30.37276212,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
179,AJ25081816154000181,0,0,0,0,0.02,8.5,1,0,,,,,,,,,,42,湖北省,4201,5,420112.0,东西湖区,武汉市东西湖区十八支沟,114.0881189,30.63116859,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
180,AJ25081816154000182,0,0,0,0,0.06,20.4,2,0,,,,,,,,,,42,湖北省,4201,34,420112.0,东西湖区,东西湖,114.1434587,30.62591982,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
181,AJ25081816154000183,0,0,0,0,0.06,25.4,2,0,,,,,,,,,,42,湖北省,4201,32,420112.0,东西湖区,武汉市东西湖区环湖路43号武汉恒大城市,114.1758124,30.66673442,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
182,AJ25081816154000184,0,0,0,0,0.07,9.1,5,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
183,AJ25081816154000185,0,0,0,0,0.12,40.8,4,0,,,,,,,,,,42,湖北省,4201,34,420112.0,东西湖区,东西湖,114.1434587,30.62591982,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
184,AJ25081816154000186,0,0,0,0,0.01,1.9,1,0,,,,,,,,,,42,湖北省,4201,5,420112.0,东西湖区,武汉市东西湖区十八支沟,114.0881189,30.63116859,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
185,AJ25081816154000187,0,0,0,0,0.45,159.7,15,0,,,,,,,,,,42,湖北省,4201,1,,江夏区,武汉市江夏经济开发区庙山小区特1号,114.3285512,30.38156422,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
187,AJ25081816154000189,0,0,0,0,0.04,15.3,1,0,,,,,,,,,,42,湖北省,4201,1,,江夏区,武汉市江夏经济开发区庙山小区特1号,114.3285512,30.38156422,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
188,AJ25081816154000190,0,0,0,0,0.49,220.8,12,0,,,,,,,,,,42,湖北省,4201,1,,江夏区,武汉市江夏经济开发区庙山小区特1号,114.3285512,30.38156422,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
189,AJ25081816154000191,0,0,0,0,0.23,98.5,9,0,,,,,,,,,,42,湖北省,4201,1,,江夏区,武汉市江夏经济开发区庙山小区特1号,114.3285512,30.38156422,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
190,AJ25081816154000192,0,0,0,0,0.08,50.9,5,0,,,,,,,,,,42,湖北省,4201,1,,江夏区,武汉市江夏经济开发区庙山小区特1号,114.3285512,30.38156422,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
191,AJ25081816154000193,0,0,0,0,0.2,92.0,5,0,,,,,,,,,,42,湖北省,4201,1,,江夏区,武汉市江夏经济开发区庙山小区特1号,114.3285512,30.38156422,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
192,AJ25081816154000194,0,0,0,0,0.22,98.5,5,0,,,,,,,,,,42,湖北省,4201,1,,江夏区,武汉市江夏经济开发区庙山小区特1号,114.3285512,30.38156422,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
193,AJ25081816154000195,0,0,0,0,0.01,5.2,1,0,,,,,,,,,,42,湖北省,4201,1,,江夏区,武汉市江夏经济开发区庙山小区特1号,114.3285512,30.38156422,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
194,AJ25081816154000196,0,0,0,0,1.75,734.2,67,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
195,AJ25081816154000197,0,0,0,0,0.03,22.4,2,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
196,AJ25081816154000198,0,0,0,0,0.43,131.04,25,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
197,AJ25081816154000199,0,0,0,0,0.04,20.94,3,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
198,AJ25081816154000200,0,0,0,0,1.21,617.51,125,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
199,AJ25081816154000201,0,0,0,0,1.48,288.09,41,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
200,AJ25081816154000202,0,0,0,0,0.09,62.55,9,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
201,AJ25081816154000203,0,0,0,0,0.09,69.5,10,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
202,AJ25081816154000204,0,0,0,0,2.65,1179.16,115,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
203,AJ25081816154000205,0,0,0,0,11.25,1800.0,300,0,,,,,,,,,,42,湖北省,4201,6,420114.0,蔡甸区,湖北省武汉市蔡甸区九康大道96号（武桥重工梅洛特物流园）,114.05366,30.47552067,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
205,AJ25081816154000207,0,0,0,0,0.1,48.0,2,0,,,,,,,,,,42,湖北省,4201,47,420106.0,武昌区,武昌区后长街80号,114.3069283,30.54856067,,0,,,0,admin,2025-08-18 16:15:40,admin,2025-08-19 10:35:19
206,AJ25081816154100208,0,0,0,0,19.67,7396.96,739,0,,,,,,,,,,42,湖北省,4201,24,420112.0,东西湖区,湖北省武汉市东西湖区八方路华信大楼4楼楼库,114.1313199,30.62037078,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
207,AJ25081816154100209,0,0,0,0,7.27,3433.85,356,0,,,,,,,,,,42,湖北省,4201,24,420112.0,东西湖区,湖北省武汉市东西湖区八方路华信大楼4楼楼库,114.1313199,30.62037078,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
208,AJ25081816154100210,0,0,0,0,0.05,24.0,3,0,,,,,,,,,,42,湖北省,4201,47,420106.0,武昌区,武昌区后长街80号,114.3069283,30.54856067,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
209,AJ25081816154100211,0,0,0,0,10.82,4725.2,527,0,,,,,,,,,,42,湖北省,4201,24,420112.0,东西湖区,湖北省武汉市东西湖区八方路华信大楼4楼楼库,114.1313199,30.62037078,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
210,AJ25081816154100212,0,0,0,0,11.67,5069.99,469,0,,,,,,,,,,42,湖北省,4201,24,420112.0,东西湖区,湖北省武汉市东西湖区八方路华信大楼4楼楼库,114.1313199,30.62037078,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
211,AJ25081816154100213,0,0,0,0,5.93,2359.5,240,0,,,,,,,,,,42,湖北省,4201,24,420112.0,东西湖区,湖北省武汉市东西湖区八方路华信大楼4楼楼库,114.1313199,30.62037078,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
212,AJ25081816154100214,0,0,0,0,8.34,3445.8,352,0,,,,,,,,,,42,湖北省,4201,24,420112.0,东西湖区,湖北省武汉市东西湖区八方路华信大楼4楼楼库,114.1313199,30.62037078,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
213,AJ25081816154100215,0,0,0,0,20.31,8361.75,765,0,,,,,,,,,,42,湖北省,4201,24,420112.0,东西湖区,湖北省武汉市东西湖区八方路华信大楼4楼楼库,114.1313199,30.62037078,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
215,AJ25081816154100217,0,0,0,0,1.43,662.85,68,0,,,,,,,,,,42,湖北省,4201,4,,江夏区,湖北省武汉市江夏区庙山大道普洛斯物流园二期,114.3797389,30.35780415,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
216,AJ25081816154100218,0,0,0,0,2.76,1130.4,90,0,,,,,,,,,,42,湖北省,4201,4,,江夏区,湖北省武汉市江夏区庙山大道普洛斯物流园二期,114.3797389,30.35780415,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
218,AJ25081816154100220,0,0,0,0,20.65,9230.8,759,0,,,,,,,,,,42,湖北省,4201,4,,江夏区,湖北省武汉市江夏区庙山大道普洛斯物流园二期,114.3797389,30.35780415,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
219,AJ25081816154100221,0,0,0,0,0.05,30.5,6,0,,,,,,,,,,42,湖北省,4201,20,420107.0,青山区,武汉市青山区工业二路108街坊,114.402939,30.62805799,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
220,AJ25081816154100222,0,0,0,0,0.37,141.4,11,0,,,,,,,,,,42,湖北省,4201,38,420107.0,青山区,武商众圆生活馆,114.3827033,30.63238926,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
222,AJ25081816154100224,0,0,0,0,0.47,77.46,9,0,,,,,,,,,,42,湖北省,4201,30,420107.0,青山区,1005沿港路购物广场武汉市青山区沿港路86344873,114.4100026,30.64072179,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
223,AJ25081816154100225,0,0,0,0,1.25,511.8,45,0,,,,,,,,,,42,湖北省,4201,38,420107.0,青山区,武商众圆生活馆,114.3827033,30.63238926,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
224,AJ25081816154100226,0,0,0,0,0.04,11.0,1,0,,,,,,,,,,42,湖北省,4201,30,420107.0,青山区,1005沿港路购物广场武汉市青山区沿港路86344873,114.4100026,30.64072179,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
226,AJ25081816154100228,0,0,0,0,0.54,282.25,25,0,,,,,,,,,,42,湖北省,4201,11,420107.0,青山区,武汉市青山区青山沿港路5号,114.4108434,30.6437327,,0,,,0,admin,2025-08-18 16:15:41,admin,2025-08-19 10:35:19
